SMILES,QED,MW,HBD,HBA,LogP,SA
CCC(O)C1C(C)C1CCC1CCCC2NC3(CC4C5CC6CC6C543)C2C1,0.7414316389519219,369.59300000000013,2,2,4.612500000000004,6.479117878720321
CCCC1CC1N1CC(CC2CC3C4C(C5CCNC6NCCC65)C4N23)C1C,0.7366532124658001,384.6120000000001,2,4,2.5016000000000016,5.9287754508586215
C.CC1CC(O)CC2CC1C1CC3C(CC21)C1C(CC2OC24CC4F)C31,0.7361209641787488,362.5290000000001,1,2,4.453300000000004,6.826153733302727
CCC(O)N1C2CC3CC4CC56CCCCC5CC6C45C(N)OC5C3C21C,0.731564715032941,372.55300000000005,2,4,3.0839000000000008,6.649816587703646
CNC(C)C1CCCC2CCC(C3CCCC4CC(C5CCCOC5)NN43)CC21,0.7314599660216935,403.65500000000014,2,4,4.353500000000003,4.958174785774618
CC1CC2C(CC1C)C1CC13C(O)OC3C1C3CCC4CC4C3C21,0.7299169676849034,328.4960000000001,1,2,3.930200000000003,5.913545845641992
CCCC1C2CC(CC3CC3)C(C)CCC3NC3C1C21CC1(C)CO.O,0.7293681793421187,363.5860000000002,2,2,3.7894000000000045,6.853115548454847
CCC1CN1C1CCCC(C2CC(C3CNCC4CN43)CC3NCCCC32)C1,0.7274164534469081,386.62800000000027,2,4,2.689800000000001,5.042871104991812
CC1CC2C3CNC4CC5CCCCCC5C4C3C2CC1CCN1C2OC21C,0.7272899683795476,384.6080000000002,1,3,4.477300000000004,5.462632688080394
NCCC12CC1C1CCCCC1CC1C3C45NC12C31C4CCC(F)C51.P,0.7258971870631544,376.50000000000006,2,2,3.314400000000003,4.65235156729655
CCCC(C)NC1CN2C(CCC3C4CC(CC5CC6C7C5C67)CCC4C32)N1,0.724526540546286,383.62400000000014,2,3,4.048700000000003,6.188629810682326
C.CN1C(CCN2C3CCCC3CC3OS32O)N2CCC3NCOC3C12,0.7191319917924978,386.5620000000001,2,7,1.9687000000000008,6.0523673507663425
C.CCC1CC1C1CC12CCC(CC13C4CC5CNC1C1NC51C43)CC2C,0.7189849651652654,368.60900000000004,2,2,4.449500000000003,7.5724440193134885
CCCC(C)C12CNC3SCC1C3C2N1C(C)CCNC2OC2C1CC,0.7189644409833554,379.61400000000015,2,5,2.8870000000000005,6.907284897370451
NC1CC2C(CCC3CCCCN3CN1)C1C2CC2C3C4CC24C13,0.7185204745652772,327.516,2,3,2.6209000000000007,7.258039702047909
CCC12C(O)CCCC3C4CCC5CC5CCC4CNC1CCCC32,0.7180674075323344,345.5710000000001,2,2,4.758200000000004,5.766218133645061
CCC(O)N1CCC(C2C3C45CC4NC54C(N5C6C7C8CCCC7C8C65)C234)C1C,0.7156986409748999,393.5750000000002,2,4,1.8827999999999998,5.312430880987343
CC1CC12CC2C1C2C3CC45C6CC7C(N)OC8N9C7C4(CCC895)C6C3C21C,0.715090231442561,376.54400000000015,1,3,3.0447000000000015,7.734371158788353
CC(C)C1CCCC2CC2CCC2C3CCC4CC23C4NC1.S,0.7127020124691574,335.60100000000006,1,1,4.9759000000000055,6.381778345659906
C.C1CCCN2CCC3CCCCC3CC2NCC1,0.7123373542950264,266.473,1,2,4.014400000000003,3.970273680758118
CCCCC1CCCC2C1C1C(N3CCNC4CC5CC5C4C3)CCC21P,0.7112266176616263,388.5800000000002,1,2,4.545000000000005,5.367245077592376
CCC(O)CCCC1CCC2(CCCCCCC3C4CC4C3N2)C1C,0.7079181492890514,347.587,2,2,5.290800000000005,5.696995083392887
CC1OC2(C)N(C(C)C)NC3C4CC5CCCCC5C(C4)C32C2(C)NN12,0.7040744752845662,360.54600000000005,2,5,3.045000000000001,6.83440665627295
CCCCC1(CCCC2CCC3C4CCNC4NCN3C2C)CO1,0.7015661824342784,335.5360000000001,2,4,3.0813000000000015,5.05433376909337
CCC(O)N1CC2CC2(C2CC3OC(N)C3C3NCCC32)C1,0.7010659378315144,307.43800000000016,3,5,0.3345000000000016,5.694934346197745
C.CCC1C2CCCN(C)C3CN3NCCCC(C)C2CC2NCOC21,0.6984355930745897,366.5940000000001,2,5,2.887500000000001,5.807776667235783
CCC(O)N1C2C3C(CC1(C)CC)C21C2CNC4N2C25NCCC42C315,0.6976754822225257,342.4870000000001,3,5,0.5069000000000016,6.919981456731722
CCCCCC1CCC2CCC3C(CCNC4NC56CCCC5C6C43)C12,0.6970240009506196,356.5980000000001,2,2,4.942800000000004,5.58917457999271
CC(C)C1CCCC1NCC12CNC3C4C(C41)N2C3O,0.6949414962073311,277.41200000000003,3,4,0.3735000000000009,6.291871484712945
CCC1(N2C(C(C)O)NC3CNC4CCSC4C32)CCCCC2CC2CC1,0.6881739644255792,393.6410000000003,3,5,2.9521000000000006,5.8661414587928835
CCCC(O)NC12NC3C4C5CCCC6CCCCC6C5CC35C1C425,0.6874058209120351,342.52700000000004,3,3,3.235000000000001,7.28358045536771
CCC(O)NC12CC1C1C3C2C32CC3CCCCCCC(N)OCC312,0.6873198695832305,346.5150000000001,3,4,2.6008000000000004,6.770006300773075
CCCCCC1CCCC2CC3C(CN3C(O)CC)C2C2OC(N)C2C1C,0.6868029240097885,378.6010000000001,2,4,3.967600000000002,5.643259592774032
CCN1C2C3NCN(N31)C21CC2CCC3C(CCC45C3C(C)C43OC53C)N2C1,0.6862882499220625,383.54000000000013,1,6,1.2040000000000013,6.87688702642595
C1CC2(C1)CO2.COCCC1C2C3C4C5C6CC6CCCCC5C5CC5C42N13,0.6859946556970729,383.57600000000025,0,3,4.1056000000000035,6.961339891164611
CC12C(CCC3CCC31N1C3NC4CC4CCCCN31)C13C4CCCC1C4OC32,0.6848404542148282,395.59100000000024,1,4,3.727000000000003,7.646340183291195
CCOC1OC1C1CC2C3CCCCC4ON4C4CCCCCC4CN3C12C,0.6832422120485733,390.56800000000027,0,5,3.9230000000000027,5.607836885088157
C.CC1CC2C(CC3CC45OC4C(C)N3C5C)C2C1N1C(N)CC2C(CC3CN3C)C21,0.6823302421131988,428.6650000000002,1,5,2.5949000000000026,7.603174242873921
CC1CC2CCCCC2CCC2CC3C(CNCC2CC1N)C1CC31,0.6816811116775559,344.5870000000001,2,2,4.438000000000002,5.056910880644901
C.CCC(O)NC1CC2CC(C1)C21C2C3CC34CC(CC3CCC5CC53)C241,0.6812085839705265,369.5930000000002,2,2,4.817600000000005,7.30747322861526
OC1N2C3NN4C(CCC5C67C8CN(CCCC9CC9)CCC8CCC6C547)C32C12CC2,0.6811599808815983,422.61700000000036,2,5,2.3686,6.660140819518213
OC1NC2NN3C(C4CCC(CCC5CC67CC6C57)CC4)CCCC3N2C12CC2,0.679775684768473,398.59500000000025,3,5,2.9676,6.2382438890897784
CCCC1NN2CC3C4CC(C5CCCC(O)O5)C(C13)C1C3CCCC1C3C4N2,0.6789180861135794,401.5950000000001,3,5,2.9102000000000006,7.158621599375941
C.CCN1C2CCNC3(CCC2CC2(C4CCCCC4)CC12)CC1CC1C3,0.6771145581197305,372.6410000000002,1,2,5.614100000000006,5.427009750883629
CC1CCCC(C2CC3CCCCC34C(C2)C2CCN(C3(CCN)CC(CN)C3)N24)C1,0.6753771718487368,428.7090000000003,2,4,4.529100000000003,5.539339150633332
CCCC(C)CC1CN2CCC3C4C5CNCCCCNCC5CCC4C3C2N1,0.6747317236136363,402.67100000000016,3,4,3.2939000000000025,5.472977223209814
COCCC1OCC1C12CC34C5CCNC6C(CCC3C5C4CCC1O2)C1CN2CN2C16,0.674641531783658,441.6160000000002,1,6,2.098200000000001,7.996198068652648
CCC(C)N1NCCCC2C(C1CC)C1C(C(C)O)C3C2C12C1CC(C4(F)CC4)CC2N31,0.671314147944786,445.66700000000026,2,4,3.9864000000000033,7.636429649382183
CC1C2C(C3CCC4C5CC5C43)CCNC3CC4CCCCC4C3C12C,0.6693845158277707,353.5940000000002,1,1,5.3551000000000055,5.215030453844055
C1CCCC2C(CCC1)N1CC(C3CC3CC3C4CCC56CCN5C436)CC21,0.6689763179303896,366.59300000000025,0,2,4.6825000000000045,6.590109418435162
CC12CC1C21CCC(CC2CCC3(CC2)C2NNN4CNC5C(CCN53)C24)CC1,0.6686597998547045,397.6110000000002,3,5,2.8062000000000014,7.3015175065464435
CCC(O)N1CCCCC(C2C(F)C3OC(N)C3C34NC(C)CCC3CC24)C1C,0.6684628914427087,409.5900000000002,3,5,2.6199000000000012,6.172067334950905
CCC1OC(CCCC(CC)C2C3C(NC45CC4C35)C3CC2(F)C32NO2)O1,0.6671667812653138,378.4880000000001,2,5,2.857500000000001,7.5218501988921185
CCC1C2OC2C23CCCCC2C3C1C1CCC2C(C3C4CC5CC5C43)N2C1,0.6670720927826967,379.58800000000014,0,2,4.581000000000004,6.235026731002913
CC1CCC2C3C4C(CN5CC5C5C6C7CC8CC8CC7CCC6N54)C23N1,0.6657345365761544,365.5650000000001,1,3,2.5644,6.29683093181943
COC1CC(OC)C2(C)C(C1)N1CCNCC(C)C3C14C1C5CC(C6CCNC6)CCC51CC324,0.6650205994296443,469.71400000000034,2,5,3.1407000000000016,6.526383720572072
C.CC(C)C1(C)CCN2CCCNC3C4CCCCC4C3CCC(CCN1)C2,0.6643694299885585,391.6880000000002,2,3,4.917100000000005,5.953291906442687
C.C.CC1CCCC2C1C1CCC3CC4NC(O)C56CC5CC6C42C3C1.O,0.663052188742313,377.6130000000002,2,2,4.2389000000000046,7.16537487894493
CC1(N2C3C(CNC4CCSC43)NC23OC3(C)C)CCCCCCCCC1,0.6622794286998949,393.6410000000004,2,5,3.8519000000000023,5.852977091720424
CCC(O)N1C2CC3C4C3(C1C2)C1N2NC23C2CC(C)CCCCOCCCC2CC413,0.6622379439324785,427.6330000000004,2,5,3.3355000000000015,7.77920116460372
C.CCC(O)CCCC1CCCCCNCCN2CN2CNCC1C,0.6612458686677188,356.5990000000001,3,5,3.016800000000001,4.925783730704122
CC12CCC1(N)C(C1CCN(C3NCN4CCC5CCCC5C34)CN1)CCO2,0.6610859761070267,389.58800000000025,3,6,1.271700000000001,5.537069968614299
CC1C2CN3C(CCCCC4N5CN6C3CC6N45)C(CC(CF)OC(F)F)C12,0.6601953431103696,400.4890000000001,0,5,2.8980000000000015,7.667958312641996
CC(F)CCCC1C2C3CC24CCC32C3C(CCC5N3NC3NC(O)C6(CC6)N35)C142,0.6601266488083466,414.5690000000001,3,5,2.5255,6.709385501983565
CC.CC(NC1(C)CC1C)C1C(C)C2CC1N2CC1CCCC1C1CC(F)OCN1,0.6573012531989145,423.66100000000023,2,4,4.545900000000004,6.513345871407426
CC(CNC1OC12CCC1CCCCN12)CC1C(C)N2C3CC(C4CCCCC4)C132,0.6562493022807121,413.65000000000026,1,4,4.344600000000003,6.19245732012156
CCCC1CC1C1C2C3CCC45CC6CC7NC4C6(CCC5C3C12C)N(N)N7,0.6560480549495522,382.5960000000001,3,4,3.2517000000000005,7.98671769514651
CCC(O)NC1C2CC3C(CC21)C12C3C13OC(N)C3C13C4C5CCCC1(C54)C32,0.6546706994166729,380.53200000000015,3,4,1.9208999999999994,7.39310401072395
C.CS1(CCCC2CCC3C4C5CCCCCCCNC54CC3(N)OC2)CO1,0.6530645637803083,412.68400000000025,2,4,4.7699000000000025,6.3219096568057065
NCCC(O)N1C2CCC3N(C4C5CNC6CCC(C7CCCC75)C64)C231,0.6526325238402274,358.53000000000014,3,5,0.9248000000000005,6.841201011055415
CCC(O)C1CCCC2(C1)CC1NC(CC3C4C5C67CC6C7CC345)N3C1CCNCC32,0.6507029069675425,423.64500000000027,3,4,2.9601000000000006,6.273383852416348
NCCC12CC3CN(C4CCC5C6C7CC8NN8CC7C6CC6C7CCN1N7C56C4)C32,0.6490881634585062,422.62100000000027,2,6,1.052400000000003,7.5323463420902925
CCC1CCC12CC(C1NC(C3CN4CCCCON4C3)CN3NCCC13)CN2,0.6474831429917192,404.6030000000002,3,7,0.9482000000000033,6.3092671873095725
C.CCN1CC(CC2NC3CCCOC4(NC5CCCC6CC65)CC324)CCCCC1C,0.6471396141750262,431.70900000000034,2,4,4.928600000000004,5.779261744271108
CS12OC1C21CCC(CC2CCC(C3CCCC4CC5(CN43)C3CC3C3ON35)CC2)NC1,0.6469060456092063,459.7000000000003,1,5,3.981600000000003,6.691233781101543
CCC1C(CCN2C3OC32C)C2CCCCCC(CNC3CCNCC3)CC12,0.6465891571052567,389.62800000000016,2,4,3.9650000000000025,5.212251526087754
COC1CC2C3C(C1OC)N2CCC3N1C2CN3C4OC4CCCCCCCCC(N)C3C21,0.6442739619703736,460.66300000000035,1,7,1.7850000000000028,7.012567404090602
CCC(C)N1C(C)C2CCNC(O)C3C4C(CCCCC21)C31C2C3C5CC(C)C53CN1N42.S,0.6440571592748083,474.7590000000003,2,5,3.0127000000000015,7.4104348546612435
CCC1OC1C1CC2C3C(C4CN4)(C1)C21CC2NC4C5C(C)N5NC4C231,0.6433511524837884,354.498,3,5,0.4680000000000029,6.385714091089414
CCC(O)N1C2CC3NC45CC4CCC(NC4CC6CCCOCCC6C4)C5C3C1C2,0.6416295077364638,429.6490000000003,3,5,2.8716,6.708435030066477
CCC(O)NC1CCC2C(C1)C13N2CCC2NC14N1C5CCC16C54C263,0.6410185129205399,340.4710000000001,3,5,0.1983000000000013,7.682620727425674
CCN1CC(NC2CCC3(C4NO4)C(C2)CC3C2CCCCN2C)CN1,0.6402349309185285,363.55000000000024,3,6,1.3049000000000008,5.283542394529428
C.CCCC1CC1COC(C)C1CC12C1NC(C3CCNC4NCCC43)C12,0.6401115669016461,375.60100000000017,3,4,2.985400000000001,6.319736332479666
CC(N)C12CC(NC1NC1CCCCC1)C1CCC2CC1CN,0.6383805624895289,320.52500000000003,4,4,1.9350999999999998,5.934493467260104
C.CC(O)C1NC2CNC3CCSC3C2N1C1CCCCCCCCCCC1,0.6379191419076318,411.7000000000005,3,5,4.1224000000000025,5.217447517140224
CC(CCC1C2C3CC(N4C5CCCCC54)CC2C13)C1CCNC2NCNC21,0.637587689465419,384.612,3,4,2.754600000000001,6.276192754288373
CCC(O)N1CCC(N2C3CCNC45C3C3(ON24)C2CCC(CC4CCCCCCC4)CC235)C1,0.636445320421432,470.7020000000005,2,6,3.8606000000000025,7.507737452704321
CC1CCC2N3CCCC4CC5C6CCCC6C5C4C4C5C4C5C3C12C.N,0.6362503867049252,368.60900000000004,1,2,5.221600000000004,5.698789059028385
CCC(O)N1CC23C1CC2C12CC(C4C5CC6C(C7C8CCCC87)C6C54)C4CC5C6CN1N2C43C56,0.6361151381757154,471.6890000000003,1,4,3.4764000000000026,7.979682892322471
CCC(O)N1CCCC2CN3C(C4CCC(OC5CCCCC5)CC4C)C45CN4CCC35C21,0.6352434501923483,457.70300000000043,1,5,3.8442000000000025,6.087134865998272
COC1CC2C3CC1(OC)N2CNC3C1CCN(C2CCC(CC3CCCCC3)CN2)CC1,0.6338441882951913,460.70700000000045,2,6,3.375700000000002,6.26301459738206
COC1CC2N3CCNC4CC4C4C35C3C6CC7(CCCNC7)CCC63CC45C2(C)C(C)(OC)C1,0.63287141651921,481.72500000000053,2,5,3.4273000000000016,7.020720180913678
C.CCCN1C(CCCC(N)N)CNC1C1CCCCC1,0.6321191095416423,298.5190000000001,3,4,2.626500000000002,3.9873436070731874
CCC.CCC(O)N1CCC(C2C3C4C(C5NCCCC523)C42C3CCC(O)N32)C1,0.6311493805417615,403.6110000000003,3,5,2.2321999999999997,6.4781441209938135
CCCC12C3NC14C(CC)C1CC5(CC6(CCCC5N32)CC62CC3NC3C2)C2NC124,0.6310032140659162,406.61800000000005,3,4,2.7326000000000006,7.077333105147961
CC1CCC(CC2CCC(C3NNN4CNC5NCCC5C34)CC2)C1,0.6304736645992971,347.5510000000003,4,5,2.1774000000000013,5.115235840437547
C.CCC1CCCCNC2C3CCCC4CC(CC5OC56CC6)NC43C2CC1C,0.6301981736114307,402.6670000000002,2,3,5.285300000000005,6.598400423928596
CCCC(O)N1CCC2CCCC3CCCCC3CCCCC2CC1C,0.6292568557112985,363.63000000000017,1,2,6.372300000000008,4.3902338465566055
CC(NC12C3CN1C3C1NN2C1N1CCC2(C)NC12)C1CCC(F)CC1,0.6290957419667422,362.4970000000001,3,6,0.3828000000000018,7.227113736791878
C1CC1.CC.CC1CC(O)N1CCCC1CNN2CCCCC2C1.CS,0.628950639782649,387.67800000000017,3,5,4.300700000000004,4.560243613114439
CCCNC1CCCC(C(C)CCC2CC3C4CC4CC3N3OC3N2)C1.Cl,0.628029473084817,398.035,2,4,4.300200000000005,5.296280269159999
CCCCN1OCNC2CC2CCCCN(C)C1NC1NC2CCCOC(C2)C1C,0.6278100106972903,423.64600000000013,3,7,2.447700000000002,6.3498722447012055
C.CCCC1OC12CCC(C)C1C(C2)C2C3C4CC5C6CC7CC7C6N5C3C412,0.6277824413402937,381.6040000000001,0,2,4.969500000000005,7.800382725494117
CC1C2C(CC3CC3CC3CC32)CC2C1C1CN3OC3C3C(NN4C(CCN)C5CC5C14)N23,0.6272221497044341,451.6590000000002,2,6,2.078700000000002,7.087038573685068
C.CCC(O)N1C2CC3CCNCC4C5CCC(CC6CCC6)C5C4CC4CC4CN3C21,0.6261419171392413,443.7200000000003,2,4,4.533600000000003,5.912646733077425
CC1CCC(CCC2CCC3C(C2)C2CN4C5CCC6CCC3C64C25)C1,0.6253282320395998,353.59400000000016,0,1,5.737900000000006,6.623591021251157
C.CC1CC2CCCCCCCC23C(CNN2C4C5N(C6(C)CO6)CCC45CC23)C1,0.6235659597317322,415.6660000000003,1,4,4.797300000000004,6.722133954083869
CCC(O)N1CCCC2CCC3(C4CCC5CC(C(F)F)CCC54)NC3CCC2C1,0.6219792045258667,424.6200000000001,2,3,5.035200000000005,5.1274378967811245
CCC1CCCCC1C1NC(NC2CCC3C4COCCC4C3C2)C2C(O)CCCC12,0.6217545627432182,430.6770000000003,3,4,4.318700000000003,5.249645893863258
CC.CCN1C2CCC3C(C2)C2C1N3C2(CC)C1CCC(C)C1.F.NCCC(O)F.S,0.6215350040866475,465.73900000000026,2,4,4.630300000000007,6.642920306660369
CCC1CCC(CC2C3CCC4CC4C34CCCC3CC324)CC1.N,0.6210369979905982,329.57200000000006,1,1,6.607400000000006,5.4362871654234795
CCCCC1C2C3CC(C3OC(F)F)C3(C)C2C32CN1C1CC2C1CNNC,0.6195085891143849,395.53800000000007,2,4,3.0993000000000013,7.596917684599154
CN1NC2CC(CC(F)(F)F)CCC2OC2CCC(C3CC4CC4(CC(C)(C)O)C3)CC21,0.6183796149029598,458.6090000000003,2,4,5.057300000000006,5.4617541365186675
CC(CC1CCC2CC1C21NN2N3CCC4NCCC42C31)CC1(C)OC1CN,0.6167015526611066,387.57200000000023,3,6,1.2276000000000034,5.466380426489263
CCC(O)C1CCCC2(C1)CC1C3CCNNC2N3OC2CC3CN4C5CC5C4(C3)N21,0.6162801059521767,429.60900000000026,3,7,1.5981000000000019,6.142881235166821
C.CCC(O)NC1CC2CC3CCC4CC(CC5CCC6CC65)C34CC2C1,0.6150012958788073,373.6250000000002,2,2,5.597800000000006,5.8386598090031425
CCC(O)N1CCCCCCC2(CN)NC2(C2C3CC4C5N6CC6(C)C4C352)CC1C,0.6147965215691654,414.6380000000002,3,5,2.1376000000000017,7.82518174531317
NCCC12CCC3(C4CC5C6NC5C4C4C6C5CC67C(CCC8C6C87F)N6OC6CC5N43)C1C2,0.6143783720740573,464.62900000000025,2,5,2.263,7.655348939273568
CCC1CC2OC2CCC(C)CC1N1CC(C2NO2)NC(N2C3CC4CC4C32)N1,0.6122366896858492,403.5710000000001,3,7,1.374200000000003,6.389160657225836
CCC(O)N1CCCC(CC2C3CCCCNN(CC4CCCNC4)N32)C1,0.6118439431650334,379.5930000000002,3,6,1.7748000000000017,4.864085078586097
CC1C(CC2CC2(C)C)C1C1CCNCC2C3CN3N3CC2(C24CCCCN2CCC4)CC3C1,0.6106975036348269,466.7580000000005,1,4,4.612500000000004,7.138192089693855
OC1NC2NN3C(C4CCC5CCC6CCCCC(C6)C5C4)CCCC3N2C12CC2,0.6101340480618329,414.63800000000026,3,5,3.7478000000000016,6.33381527452813
CCC(CCCC1CC1C)CC1CCC2(CC1)C1NNN3CNC4C(CCN42)C13,0.6097714465337196,401.64300000000003,3,5,3.4423000000000012,6.955100703821829
OC(NC1CN2C(CCCC2C2CCC(CC3CCC4CC34)CC2)N1)C1CC1,0.6089372365735654,387.61200000000025,3,4,3.656900000000001,4.937818445976086
CC(N)CC1(O)CCC2CCC3CNC4CCCC4C3CC2CCCN1,0.6086577980518103,363.5900000000001,4,4,2.9965,5.2792646503759295
C.CCCOC1OC1CCN1C2N3C21C1NC12C1C4NN4C2C13C12CCCC1C2,0.6084048806011456,399.5390000000002,2,7,0.6292000000000031,6.5176944110035375
CC1CC1NN1CCCC2(C1)C1C3C4N5NC12C5CCNC1CCC(OC(F)(F)F)CC134,0.6079290000981163,453.5530000000003,3,6,1.9882000000000009,7.9694472402625465
CC1OC1N1CCC(C2CCC3C4C5NC6C7CC8CC(F)CC8CC(C76)N5CC34NC2)C1C,0.6079155124874354,470.67700000000025,2,5,2.8122000000000016,6.689234318217787
CC12CC3C4CC1C4C3C2C1CC(CCNCCC2CCC3CC3C2)C1,0.6078304422986052,353.59400000000016,1,1,5.356700000000005,5.565103649132638
COC1C2CN2C2NC3C(CC4(C5CCC(CC6CCCCC6)CC5)C3CN24)C2CCC13OC3C2,0.604426651306412,481.72500000000053,1,5,4.359600000000003,7.8515364850772436
CCCC(O)NC1CCCC(C23CN4C5C6C2CC6C54C3)C1,0.6043020703502233,302.46200000000005,2,3,2.3459000000000003,7.127094355268014
OC1(C2CC2)NC2NN3C4C5CCC(C6OC67CCCCCC7)CC5C4CCC3N21,0.6041546008352835,414.59400000000034,3,6,2.6940999999999997,5.999225005755452
CC(C)C1ON1CC1(C)CCN2NC3C4CCC5OC6CCCCC6C5(O4)N3C(N)CC2C1C,0.6034229407878228,475.67800000000034,2,8,2.600100000000002,7.3082760775915965
CC1CCN(CC2CCC(C3NNN4CNC5NCCC5C34)CC2)C1,0.6022865972236836,348.53900000000027,4,6,0.6929000000000036,4.898093300117404
C.C.CCC(O)N1CCCC2C3CC4C5CC3C5C3C5C6C(CC(F)(F)F)CC63N5C4CC21,0.6022111766213653,468.64800000000014,1,3,5.383200000000006,7.9250887076872205
C.CCCCCC(CC)CC1CCC(C2C3C4CCN5C4NCN3NN25)CC1,0.601796227753426,391.64800000000014,2,5,4.337200000000002,6.2845629117980915
CCCCC1NN2C3C4CCC2(C2CNC5NCC6NCC4C6C52)C13,0.6011725159983122,343.519,4,5,0.4953000000000021,7.192846465681549
CCS1(CC2CC3C4CCCCCC3C3(C4)C4C2CCN43)OO1.N,0.600822121974635,354.56000000000006,1,4,4.443900000000003,7.102850260498766
CCC(C)NC1CCCCC2C3C(C(O)NCCC1CC)C21C2C4C5C6CC6C54CN1N32.O,0.6001726565872177,458.69100000000026,3,5,1.9806000000000008,7.000991277276318
C.C.CCC1CCCCC12C(O)NC1CNC3NCCC3C12,0.6000937555455208,311.51400000000007,4,4,2.2904,5.912928717787268
CCC1CN2CCNC3(C4C5CC6N(CC78C(CCCC7C(C)(F)F)NC683)C54)C2CC1O,0.6000593157674136,448.60200000000015,3,5,1.658200000000001,4.035873503885213
CCC(O)N1C2CCCCN3C4C56C7CN7C7OC8CCCCC8C7C5C3(CNN3CC436)C21,0.599953270485919,453.6310000000003,2,7,0.7924000000000031,6.242863737088438
CC1CC(C2CCNC(NC3CCC(N4CCOCC4)CC3)C2)CCC2(CCO)CC12,0.5996165735613237,433.68100000000044,3,5,3.370000000000001,4.688365064163136
CNCC1C2CC3CC34NC(CC3C5C6C7C6C7C3C53CC35CCCCCC5C)C1C24CN,0.5994227740412195,447.71100000000047,3,3,3.8819000000000017,7.928223736351032
