SMILES,QED,MW,LogP,HBD,HBA
CCC1NC(C2CCCC(C3CC4ON(N)C4C4NC(C)C(C)C34)C2)O1,0.6652,364.53,1.965,3,6
CC1C2CCC3(CC12)C1C2C4CC3N3C4NCN2NN13,0.6648,273.38,0.333,2,5
CC12NC3CCCCC3C1C2CC1CCCCCCCCNCCCC1,0.6633,360.63,5.664,2,2
CC1CC2C(CC1CC1OC13CNC1CCCCN13)C1C3CC(C4CCCCC4)C231,0.6628,410.65,5.012,1,3
C.CC1OC1N1CCCC2NN3C4C5CC(C4C4OC4C4CCCCC4)C(C21)N3CN5,0.6621,431.63,1.901,2,7
C.CC1CN1C1CC2C(C3CCC(C4CC5CC56NC(NC5OC57CC7)CN46)CC3)C21,0.6619,426.65,2.966,2,5
CCN1CC2NC3CC(CCC4CCCCCC4)C4C(N)OC4N3C2N1,0.6619,363.55,1.78,3,6
CCCCCNCC1NCC2CCC3CC3CCC2C1CCC.O,0.6619,338.58,3.772,2,2
CCCN1C2C1C21C2CCCC13C2CCCC1CCCCCC2CC2CN13.N,0.6614,385.64,5.235,1,3
C.CC1CC12OC2CC1CCC(N2CC3OC4NC34C3C4CCCCC4CCCC32)C1,0.6611,428.66,4.716,1,4
CCCCC1CCCC(N2CC23NCNC2NCCC23)CCCC2OC2C1,0.6589,376.59,2.771,3,5
COC12CC(N3CCNC4CC4C34CCC3CCC(C5CC6CN6C5)CC3C4)CC1(OC)C2,0.6587,455.69,3.276,1,5
CC1CC2CC23CN2CCC(C4NNN5CNC6CCCC6C45)CC2C3C1,0.6572,371.57,1.924,3,5
CCC(O)N1C2CC1C13C4OC(N5C(CCC16CC263)C1N5C12CC(C1(C)CC1)C2)C4(C)O,0.6568,439.6,2.05,2,6
CCC1CNC2NC3CC32C1CC1CC2C3C4C(C1)N2C1N3C(O)C(CC)N41,0.6567,385.56,0.536,3,6
CC1CC(C)C(C2CCC3(C)C(NC(O)C4CC4F)CN3C2)CCCCN1,0.6556,381.58,2.91,3,4
COC1CCNC2NCC(C3CC4CN4C3)CC2CCN2CCCCCC1CCCC2,0.6553,432.7,3.303,2,5
CC1(C(O)NC2CCC(OC(F)(F)F)CC2)CC2CCCCNCC2C1,0.6552,378.48,3.548,3,4
C.CCCC1C2C3CC(C12)C1(C3)N2C3CC4CC4CN(C4C5CC6CC6C54)CC321,0.6527,392.63,4.496,0,2
CCCSCC1N2CC13C1CCC(C4CCCC5N4CC4NC(O)C6(CC6)N45)C2C13,0.6515,430.66,2.115,2,6
CCC(C)CC1CCC2NC3C(C4NC4C2C1)C31C(C)N1C1CC1C1CCCCC1,0.6512,411.68,4.561,2,3
C.NCC1CC2CC3CC4C(CCC5CC6C7CCCC6N5C47)CC3C23CC3C1,0.6505,396.66,5.311,1,2
C.CCCCCCC(C)CC1CCC2C(C1)C1CN3C4NCCN5N3C2CC145,0.6489,388.64,4.485,1,4
CCN1CC(C2CC(C3CCCCNC3)CC3NCCCC32)CN1CCCN,0.6486,391.65,2.288,3,5
CC(C)CCC1CCCC2C3CC(C4NCCC5C4C4C(C6CCC7NC7C6)C54)C3N12,0.6484,423.69,4.275,2,3
C.CC(C)O.CCCC1C2CCC3CC3C2CCNCC2NC2C1CC,0.6469,366.63,4.448,3,3
CCC1CCC(C2C3CN4CC5C6CCCCN6CC5(C(N)O)C4C32)CN1,0.6452,374.57,1.072,3,5
CCCN1CC12C(C1CCC(N3CCNC4NC4C3)NC1)C1CC3(CC3)C12,0.6446,371.57,1.026,3,5
C.CC1(C)CC1CC1CC1C1CC2C3CC4C(CC3C3CCC5CCNNC3N54)C2C1,0.644,425.71,5.28,2,3
CC(CC1CCC2(CC1)C1CCC3CC(C)C(C3)C12)NC1CCCNNCC1,0.6433,387.66,4.88,3,3
CC1C2OC23CCCC(CCCC2CC4CCCC4C4OC4C2)C13C,0.6428,344.54,5.344,0,2
CNC1CC2C(COC3CCC(C4CCCC5NC6CC7OC78CC8N6N54)CC32)CC1C,0.6416,442.65,2.692,2,6
C.CC1CC12CC2C1CCCCCC23C(C1)C1CC2C2NCC4NNC3C4C12,0.6415,383.62,3.954,3,3
CCC1(O)NC2NN3C(CCC4C3C3CCC5C6C7C(C78CC7CC7C8)C56C43)C21,0.6408,393.58,2.546,3,4
CCCCC1CC1CC1C2CCC3CN4CCCCC4CC3C2NC1C1(C)OC1N,0.6405,415.67,4.134,2,4
CCC(CNC1(C)CC1C)N1C2CC3C4CCCCC4CNC3C2C2(N)CCC12.O,0.6394,418.67,2.287,3,4
CCC(C)C1C2CCN(CC)C(C)CC1C2N1C(C(C)O)N2CC34CC5CC3SC5C1(N)C24,0.6389,474.76,3.023,2,6
CCCCN1CC2C1CCC1NC3CC(C4CC45CCCCC5Cl)C4CCNCN3C142,0.6389,447.11,3.994,2,4
CCC(O)N1CCC(CNC2C3CNC3CC23C2CN4CC5C(C)C5C4C23)CC1C,0.6378,414.64,1.578,3,5
CC1C2CCC13C1CN3C2N(C2CCC3(CN2)OC3(F)CF)C1O.N,0.6375,358.43,0.953,3,6
CC1CN(C(C)(C)O)CCN2CCC2(N2CC34C(N)C5C6C7CCC(Cl)CC7C53C624)C1,0.6362,447.07,2.124,2,5
CCC1OC1N1CCCC2C1N2C1C(C2CCCN2)CNC2NCCC21,0.6344,361.53,0.503,3,6
CC(CCC1C2CNC3NCCC3C2N1C)C1CC23C1CNC21CC2CCC4CC4CC213,0.6335,436.69,3.045,3,4
CCCC1NC2CC(C3CC4CC5C3CC45C3C4CNC3NC4)CCC2C1C(C)C,0.6331,411.68,4.243,3,3
CCC1OC1C1CCCC(CCC2CC3C(N2)C24CCCNCCC2C34)C1CC,0.6317,400.65,4.753,2,3
CCNC1C2CC23C2C4C(C5CC6N(S)C(O)C7(CC7F)N6N54)C2C13CC,0.6305,392.54,1.216,3,6
CCC(O)N1CCCN(C23NC(C4CCC(OC5CCCC6CC65)CC4)C4CN2CCN43)C1,0.6304,459.68,2.027,2,7
C.CCCC1CCCCCCCC1N1C2C(CNC3CCSC32)CC12OC2C,0.6298,408.7,5.435,1,4
CC(C)N1N2C3C(C4C5C6CC67CC54C7)C34C(N)NCNC124,0.6297,299.42,0.061,3,5
CCC(O)N1CC2C(CC3C2CNC2CCC(C)CC4CC5CCCCC52C43)CC1C,0.6278,428.71,5.282,2,3
CCC(O)N1CC2C1(C)C21C2CC(C)C3(CN3)C34C5C6CCCCC6CCCC5C3C4N21.O,0.6275,455.69,2.62,2,4
CC1C2CC3C4CC5NC(C)C6(CC7CC7CC6C)C5C5C6NC6CC45C3C12,0.6267,378.6,3.914,2,2
CCC1CCC2CC(CC34CC5NC6C7CNC(C)C7C6NC5C3C4)(OC)CC3OCC123,0.6264,441.66,2.692,3,5
CCC(O)C1CCC(C2NN3N4CCC5C4NCN3C52)C(Br)C1,0.6258,386.34,0.849,3,6
CCCCC1OC1N1C2CCC1CN(C1CCCC3NC4C5CC5C5(C6OC6C)CC45C31)C2,0.6249,453.67,3.373,1,5
CCC(O)N1C2C3C4N(CCCCN3C21)CCC1C2C3C5C6CC6(OC6CCC7CC7C6)C5C32N14,0.6248,478.68,2.127,1,6
CCC12CC3C(CC1N1CCC4NCN(N)C1C42)NC1CC(C)C13,0.6241,331.51,0.924,3,5
CC.CCCOC1CCC(C2NNN3CNC4NCCC4C23)CC1,0.6235,339.53,1.556,4,6
CN1C(NC23CC4C56CC7C8CC8CC7C2C45C6O3)CCN1CC(F)C1CC1C1C2CC21C.S,0.6222,485.71,3.605,1,4
CCCCC1CCC2CCC3C(CCNC4CC5CCCCC5C43)C12.S,0.6221,377.68,6.146,1,1
CCC(O)N1CCC(C2C3C(NC4CC5CC5C4C)CCCNC4CC4C32)C1CC,0.6218,415.67,3.452,3,4
C.CCCCCCCN1C(C(C)O)NC2CNC3CCSC3C21,0.6199,343.58,2.42,3,5
CCCCC(C)C1CCCCC(C2CCC(C3CCC4CN43)CN2)CC1,0.6189,360.63,5.614,1,2
CC1CCC2CC3C4CCCC4NCN3C2C1.CCCCC1CCCCC1,0.6188,374.66,6.352,1,2
CCC1CC2NCCC3OC(CC45CCC46CC5(NC4CCCCC4C)O6)C4(C)COC1CC234,0.6181,470.7,4.535,2,5
CCC1CC2C3CCC4CC5NC2C2C(CCC6N7CC(N8CCOCC8)N7C26C1C3)CC5C1COC41,0.618,508.75,3.182,1,6
CCC(O)N1C(C)CC(C2C(CC3CCCC4CC4C3)C23CCCC3C)C1C,0.6175,387.65,6.083,1,2
CCCC(O)NC1(C)CC2CCC3CCCCCCCC3NCCCC21,0.6163,364.62,4.982,3,3
C.CCCCCC1CC2C3CCC(C1O)C1C3OC(O)C23CN13,0.616,323.48,2.38,2,4
CCC.CCC(O)N1CCC2C(CCNC34NC56CCCC53C6C24)N1,0.6129,348.54,1.788,4,5
C1CCC2C(C1)CC2CC1CCC2C(CCC3N4CN5CCCCC5C234)C1,0.6119,368.61,5.278,0,2
C.CC1CC1CCC1CCC2C3CC(NC4CCC5C6CCCCC6C5C4)NCN3N2C1,0.6118,442.74,5.21,2,4
CCCCC1CC(COC2CC3CC4C56CNC78NCNC5(C76)N(C)C48CC32)C12CC2,0.6117,424.63,2.484,3,5
C.CCCCC1CCCS2(O)C1C2C1(C)C2C3N4CC45C4CCNC4NCN5C321,0.6108,420.67,2.832,3,5
CC1(C)CC12CC1CC3OC3C3C4CCCCNCC(C5CN5CC5CCCCC5)CC43C12.O,0.6103,470.74,4.662,1,3
CC1CC(O)N(C2CC34C(CCC5CCCC5N)NC5CC53C24)C1O,0.6098,347.5,0.992,4,5
OC1NC2NN3C(C4CCC5(CCC6CCCCCC6)CC45)CCCC3N2C12CC2,0.6095,414.64,3.892,3,5
CCCC12CC1C1NC3C4CCC5CCCCN5NCNCC43C1C2.N,0.6084,361.58,2.631,4,5
CN1C(CCCCCCCCCCN)C2NN3CCC(CC3)C21,0.6071,322.54,2.737,2,4
CC1N2C(O)C3N1C3(C)C2NCC1C2C3C45CCCCC4NC35C3C4CC4C3C12F,0.6062,412.55,1.089,3,5
CCC(CC1CCC(C2NNN3CNC4NCCC4C23)CC1)C1CC1C,0.6059,361.58,2.423,4,5
C.CC.CCCON1CCC(C2NNN3CNC4NCCC4C23)CC1,0.6048,356.56,1.261,4,7
C.CCC(O)CCCC1(C)CCCC2C(C3CNCN4CC4CN3)OC(C)C21,0.6038,395.63,2.977,3,5
C.CCCC1OC1(CC)C1CCNC(NC2C3CC4CC5CCCC5C4C32)N1,0.6038,389.63,3.866,3,4
CCC(O)OCCC12CC1CCC1CCC3CC3C1CNNCCCCC2C,0.6037,392.63,4.485,3,4
C.CN1CCN(C2CCC(NC3NCC4CCCOC5C6CCC7C8C7C68C45N3)CC2)CC1,0.6033,457.71,2.067,3,6
CC1CO1.NC1CCC2(C1)CC13NC4CC(CC(F)(F)F)CCN4C1C1CCC2CC13,0.6033,441.58,4.04,2,4
C.CCC(O)N1CCC(C2OC23C2OCC2C(C)C2CC4CNC(CC5CO5)N4C23)C2CC21,0.6033,461.65,1.641,2,7
CC1CCCCCCCCCCC2C3CC(C4CNC5C(C4)C4CN6CN6C45)C3C12,0.6032,411.68,5.132,1,3
C1CCC2C(C1)CC2CC1CC2C3C2(CCC2C4CN5CCCCC5C243)C1,0.603,365.61,5.74,0,1
C.CC(F)CCC(F)C(C)NC1CCC2NCCC3CCCCC3CC2C1,0.6023,386.62,5.804,2,2
CCCCCCCCCC1CC2CN(C(O)CC)C1(N)C2,0.602,296.5,3.852,2,3
C.CCC(O)N1CCC(N2N3C(C4CCC(OC5CCCCC5)CC4)C4C(N)OC423)CC1,0.602,450.67,3.223,2,7
CC1CC(N)CCN2CC2CC1CCCC1C2CCC34OC3C(C)C124.P,0.6015,378.54,3.476,1,3
CCC(O)N1CCC(C2CC3OC(N)C34C3CC(OC5CCCCC5)CCC3C4N2)C1C,0.6013,447.66,2.974,3,6
C.CCCCCC(CC)CN1CCC(C2C3CC4NCN3CN2N4CC)CC1,0.6012,393.66,3.781,1,5
CCC(O)N1CCC(C2CCCCCNC3CC4NCC(OC5CCCCC5)CC4N32)C1,0.601,448.7,3.049,3,6
CCC(O)NC1CCCC2C3CC4OC4CC4CCCC4C3C2C1C,0.6001,347.54,3.949,2,3
CC1CC(CCN)(N2CCC(C3CC(C4CNCC5CN54)CC4NCCCC43)C2)C1,0.5988,415.67,1.876,3,5
CC1CCC(C2CC(C(O)NC3CCC(OC(F)(F)F)CC3)CN3C2C2CC4C2C43)CC1,0.5973,456.59,4.523,2,4
CC1CC2(CCC3CC2C2CC3C2N2CC3NC2CC3CC(F)(F)F)CC1N.CCCO,0.5966,457.63,4.126,3,4
CCC1CCC(CN2CCC(C3NNN4CNC5NCCC5C34)CC2)CC1,0.5963,376.59,1.473,4,6
CCCC12CC3(C1CO)C1N4C5CCCCCCN5C4CC13NC2CCN1C2CC21CC,0.5956,440.68,3.129,2,5
CCC(O)N1CCC(NC2CCCNC3NC4CCCCC4C23)CC1.Cl,0.5954,387.01,2.047,4,5
CCCC(O)CC1(C)CCC2CC(C3CCCC4CCCC43)CCC21,0.5953,346.6,6.587,1,1
CC.CCCC1C2CC34C5C6CC(C7CC8C9C(C7)C89)C6C36CCC(CC564)C1(C)N2,0.595,405.67,6.134,1,1
NCCC1CC2CCC(N)C3C(CC2C1)NCC3C1CCC(OC2CCCCC2)CC1,0.5946,431.71,4.601,3,4
OC12CCC13C(NN1C4C5CCC6CC7C89CC%10CC%10C8C79C6C5C4CCC13)N2,0.5931,391.56,2.3,3,4
C.CCC(O)N1C2CC34CN5C(CCCC3C4C21)C5C1CCC(OC2CCCCC2)CC1,0.5925,444.7,5.185,1,4
CCCC1C(C2C3C4C(C5NCCCC523)C42C3CSC(O)N32)CCN1C(O)CC,0.592,419.64,1.895,3,6
CCCC(O)CC(C)CC1CC2CCC3CCC4C5CCCC56CC6N4C3C2C1,0.59,399.66,6.022,1,2
NCCC1CCC2CCCC3NCCC(F)C(CNCC4C5CCC5CC4C2C1)O3.S,0.5899,455.73,3.959,3,4
CCC1CC1(C)CC(C)CCCC1CC2C3CC14OC(N)C24C1C3C2CC23CC13.CN,0.5898,426.69,5.176,2,3
CCC12C(C)CCC13CN(C1CN4CN4C1)CC32.COC1CC(OC)CC(C2CCC(O)CC2)C1,0.5897,489.75,3.984,1,6
CNS1(O)OC1C1CCCCC2C(CC1)CNNC1CC12,0.5891,315.48,2.369,4,5
CC1CC1CNC(O)C1C(C)NC2C1CC1C3C4CC(C5CC6(F)CC67CC57)C1(C4)C23,0.5891,426.62,3.573,3,3
C.CCC(CC)N1CCC2CCC(C3N4CC5(C)NC5N34)NCC3C2NCN3CC1,0.5889,419.66,1.045,3,7
CCC(O)NC1CCC2C3C4CC5NC67NC8CCCC6C85C37C24C1,0.5885,341.5,1.549,4,4
CCCON1CCN(C2CCNC3C2CC2(C4C5C6N4C64C6C7C4C576)OC(N)C32)CC1C,0.5878,439.6,0.065,2,7
C1CCCCC(CC2CCC3C(C2)C2CNC4NCN5NNC3C5C42)CCC1,0.587,387.62,2.958,4,5
CC1CC2(CCCCC1N1C(O)NC3C(C4ON4C4CCCN(C)C4)SC4CCCC1C43)CC2,0.5864,490.76,3.605,2,7
C.COC1CCC(C2CNC3NCC(C4CCNCNC4)CC32)C2COC12,0.5857,380.58,0.99,4,6
CC12CC3C4C(CC5CCCCCC5CNCC31C2)NCC1C2CCCCC2C14,0.5855,396.66,5.233,2,2
CCC1CC(CC(O)C2CC3CC4C(C)C5(CCNC6NCCC65)C4C3C2)CN1,0.585,401.64,2.969,4,4
CN1CCC(C2CCNCOCC3C(C4CCC(CCCC56CC5C6)CCN4)C23)CC1O,0.5848,445.69,3.431,3,5
COC1CC2OC3C4CCCCCCC(C1C1CC5NC6C(CC5CC1CC4)C1CN(C)NC16)C23,0.5847,483.74,4.223,2,5
CC1C(C2OC23CC3C)CC2C3NCC(N)CC3C(CCCC3CCCCC3)NCN12,0.5846,430.68,3.228,3,5
C.CC1CC2C3CCCCCC3C2N1C1CC2CCCCCC21,0.5834,317.56,5.88,0,1
C.C.C.C.CC1OC12NC1CNC3CCCC3C1N2CC1CC1CC1CC1CCF,0.5827,427.69,5.04,2,4
C.NCCCCCCNCC1CC2NCCCC12,0.5824,255.45,2.119,3,3
CC1CCC2C(CCC3CCC4CC4CCC4CCC5CC5C4N3)C2C1.Cl,0.582,392.07,6.454,1,1
CC1C2CC(CC3CC4C5C(CO)C6NC7OCC6CCC6CC8CC6CC69C%10C86C%109C75C4N(C)C3)CC12.O,0.582,534.79,3.406,2,4
C.CCC(O)N1CCCC2CC(C3CC3CC3CN3)(N3CC3C3C4N5C(OC)C345)C21,0.5818,416.61,1.295,2,6
NCCC1CCC2C(C1)C1CN3C4NC3C3C(C14)N2C1C2C4OC4CC4CCCCC4C2N31.O,0.5811,469.67,0.783,2,6
CS(O)(O)C1CCC(C2CN3CCCC34CC3C5CCCOCCCC5CC3N4C2)CC1,0.581,466.73,5.265,2,5
